0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.213849634093678992e-01,0.000000000000000000e+00,1.213849634093678992e-01,2.000000000000000111e-01,1.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,1.805536346705061829e-02,3.611072693410123657e-02,0.000000000000000000e+00,0.000000000000000000e+00,3.893617021276596368e-01,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,1.313441281417150053e-01,0.000000000000000000e+00,0.000000000000000000e+00,2.373117437165699894e-01,1.777777777777777846e-01,1.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,9.724505667069084647e-02,9.724505667069084647e-02,0.000000000000000000e+00,3.192846033051642274e-01,2.833333333333333814e-01,1.000000000000000000e+00
0.000000000000000000e+00,3.703703703703703498e-02,4.285388237144629325e-02,8.570776474289258651e-02,0.000000000000000000e+00,8.570776474289258651e-02,2.846153846153846589e-01,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.594200298672071275e-02,0.000000000000000000e+00,3.049035322374822887e-01,1.787878787878788012e-01,1.000000000000000000e+00
5.263157894736841813e-02,2.631578947368420907e-02,2.916480801799390538e-02,2.479275131152877676e-02,0.000000000000000000e+00,5.395755932952268213e-02,2.108108108108107948e-01,1.000000000000000000e+00
5.263157894736841813e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.000000000000000444e-01,1.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.956521739130434867e-01,0.000000000000000000e+00
0.000000000000000000e+00,6.666666666666666574e-02,8.239454880403067338e-02,8.239454880403067338e-02,0.000000000000000000e+00,0.000000000000000000e+00,2.571428571428571730e-01,1.000000000000000000e+00
0.000000000000000000e+00,4.166666666666666435e-02,4.339765298677959737e-02,0.000000000000000000e+00,0.000000000000000000e+00,7.681788361345463778e-02,2.173913043478260809e-01,1.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.820596009983598579e-02,2.152951566129250038e-01,2.681818181818181879e-01,1.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.533333333333333548e-01,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.262100983035507773e-02,9.396631143511165185e-02,2.954545454545454697e-01,1.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,1.171012873143140870e-01,0.000000000000000000e+00,0.000000000000000000e+00,2.001881510669999698e-01,2.111111111111111382e-01,1.000000000000000000e+00
0.000000000000000000e+00,4.166666666666666435e-02,8.458128503850394220e-02,4.229064251925197110e-02,0.000000000000000000e+00,1.457380066043803823e-01,2.913043478260869956e-01,1.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.736320440592726499e-02,0.000000000000000000e+00,8.955948651190341614e-02,2.526315789473684292e-01,0.000000000000000000e+00
0.000000000000000000e+00,6.666666666666666574e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.535791937884338210e-01,2.000000000000000111e-01,1.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,5.707146906155585731e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.333333333333333648e-01,1.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,7.711125730591168737e-02,0.000000000000000000e+00,0.000000000000000000e+00,2.194381156914191333e-01,2.266666666666666829e-01,1.000000000000000000e+00
4.166666666666666435e-02,4.166666666666666435e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.614281475188303894e-01,1.913043478260869623e-01,0.000000000000000000e+00
6.666666666666666574e-02,0.000000000000000000e+00,0.000000000000000000e+00,7.909412156465826793e-02,0.000000000000000000e+00,0.000000000000000000e+00,2.357142857142857373e-01,1.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.428571428571428770e-01,1.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.676371762781604935e-01,2.090909090909091050e-01,1.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.633822389785825946e-01,1.875000000000000000e-01,0.000000000000000000e+00
0.000000000000000000e+00,1.111111111111111049e-01,0.000000000000000000e+00,9.375701857193194377e-02,0.000000000000000000e+00,6.892067505032614116e-01,1.500000000000000222e-01,1.000000000000000000e+00
4.545454545454545581e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.428571428571428548e-01,1.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.385453868911901976e-01,0.000000000000000000e+00,2.425319532447328952e-01,1.647058823529411742e-01,0.000000000000000000e+00
0.000000000000000000e+00,1.666666666666666574e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.199999999999999956e-01,1.000000000000000000e+00
3.846153846153846367e-02,7.692307692307692735e-02,1.691814393018857832e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.040000000000000147e-01,1.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,6.766499604692971515e-02,0.000000000000000000e+00,0.000000000000000000e+00,3.475764929698320627e-01,1.687500000000000111e-01,1.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.081729436280732676e-02,0.000000000000000000e+00,9.693187162517270805e-02,1.900000000000000022e-01,0.000000000000000000e+00
0.000000000000000000e+00,8.333333333333332871e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.309141166970440084e-01,1.636363636363636631e-01,1.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.243308002646013599e-01,0.000000000000000000e+00,1.243308002646013738e-01,1.625000000000000056e-01,1.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,2.250269477391439732e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.199999999999999956e-01,1.000000000000000000e+00
